random_forest_weight,weighted_mlp_weight,ft_transformer_weight,tabnet_v1_weight,rows,positive_rate_actual,positive_rate_predicted,average_probability,roc_auc,average_precision,log_loss,brier_score,accuracy,balanced_accuracy,precision,recall,f1,threshold
0.2,0.0,0.2,0.6,19980,0.10490490490490491,0.5511011011011011,0.5129779726799346,0.6623092189956991,0.216463761651859,0.7278092986893787,0.2658703643649959,0.49794794794794794,0.6020436408679515,0.13967850331486695,0.7337786259541985,0.23468375677119097,0.5
0.7,0.2,0.1,0.0,19980,0.10490490490490491,0.33633633633633636,0.4504276520791339,0.6621661479150626,0.22466573931480663,0.6169119853845489,0.2132549913884119,0.6761761761761762,0.624735946754402,0.17455357142857142,0.5596374045801527,0.2661070780399274,0.5
0.3,0.1,0.3,0.3,19980,0.10490490490490491,0.46991991991991994,0.4882762330398682,0.6620671479560389,0.2232276324647472,0.683593821245427,0.24508655582494984,0.5667167167167168,0.6143444991557125,0.1506017680264139,0.674618320610687,0.24623421854592947,0.5
0.5,0.3,0.1,0.1,19980,0.10490490490490491,0.4028528528528528,0.4674212984816201,0.6618278780469898,0.22701053945762495,0.6433894848726828,0.22603281582854956,0.6215715715715716,0.6192942303325417,0.16051683438936515,0.6164122137404581,0.2547067520946279,0.5
0.2,0.3,0.1,0.4,19980,0.10490490490490491,0.5274774774774775,0.5019795483437016,0.6614201134623297,0.22806238180431365,0.7033131694786587,0.2547647399445809,0.5165665665665665,0.6019144153757634,0.1411898662112155,0.7099236641221374,0.23553620894341115,0.5
0.2,0.1,0.1,0.6,19980,0.10490490490490491,0.5787287287287287,0.5140699220215045,0.6613564344264394,0.22238840962494652,0.7265091341353038,0.26569365841396664,0.4739239239239239,0.5962051242869656,0.136123843293263,0.7509541984732825,0.23047075188520388,0.5
0.5,0.1,0.3,0.1,19980,0.10490490490490491,0.4021021021021021,0.4652373997984805,0.66109857034562,0.22389491145701423,0.6440705405157929,0.22649994416628647,0.6216216216216216,0.617848046614228,0.15994523276076675,0.6130725190839694,0.25370187561697927,0.5
0.3,0.3,0.2,0.2,19980,0.10490490490490491,0.45675675675675675,0.48332299554253655,0.6609732664362874,0.22893629552242806,0.6722093283954451,0.2398173441213364,0.5740740740740741,0.6062400012975904,0.14858645627876396,0.6469465648854962,0.24166815184459098,0.5
0.2,0.3,0.2,0.3,19980,0.10490490490490491,0.49769769769769767,0.4948424121632303,0.6608296084520942,0.22846666994525544,0.6930517620143571,0.2496915633307462,0.5403403403403403,0.6025589421906399,0.14360418342719228,0.6812977099236641,0.2372093023255814,0.5
0.1,0.2,0.2,0.5,19980,0.10490490490490491,0.5545045045045045,0.5124070156228256,0.660739305336682,0.225148133273188,0.727072786517184,0.26559876911372166,0.49384384384384383,0.5982769471966072,0.1381893672714144,0.7304389312977099,0.23240986717267553,0.5
